Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.014087802,0.995533347,0.027164971,0.9921,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.012852581,0.995716691,0.028046925,0.993200004,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.013171085,0.995899975,0.025723031,0.992600024,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.013758708,0.995616674,0.025069121,0.993099988,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.013621402,0.995866656,0.025800766,0.992900014,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.013411769,0.995700002,0.027700506,0.992699981,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.011219423,0.996316671,0.026918795,0.993300021,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.011419347,0.99636668,0.026910946,0.993300021,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.010536723,0.996683359,0.026386328,0.992999971,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.010568826,0.996550024,0.027489802,0.993300021,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.010498366,0.996883333,0.028476518,0.992299974,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.009790652,0.996699989,0.02666289,0.992699981,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.009784437,0.996500015,0.029824255,0.992500007,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.008870294,0.99696666,0.0263198,0.993099988,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.009600796,0.996866643,0.028619643,0.992799997,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.008010099,0.997300029,0.028603204,0.992900014,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.008216947,0.997116685,0.02674217,0.993200004,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.008914387,0.997116685,0.029069651,0.992600024,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.008172357,0.99726665,0.028317804,0.992799997,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.007737514,0.997650027,0.02912127,0.993099988,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.007863871,0.997300029,0.029220438,0.993200004,,,2021-10-28-13:27:09
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f1e6716ccd0>,8,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f1e650aadf0>,,0.008144053,0.99756664,0.0302835,0.992699981,,,2021-10-28-13:27:09
