Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.011086598,0.996550024,0.02584574,0.993200004,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.009782314,0.996850014,0.026294561,0.993399978,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.009627551,0.997016668,0.026506681,0.993700027,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.010459173,0.996416688,0.024381585,0.993799984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.00997276,0.996766686,0.024895152,0.994499981,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.008909316,0.996916652,0.024633052,0.993499994,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.008604612,0.997150004,0.030203436,0.993300021,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.007930728,0.997300029,0.022021765,0.993799984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.009067735,0.997300029,0.024724687,0.993799984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.009245059,0.997383356,0.024994634,0.993700027,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.008164449,0.99728334,0.025210578,0.994099975,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.00700342,0.997666657,0.026819199,0.994000018,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.008146578,0.997200012,0.028877258,0.993600011,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.007921317,0.997300029,0.02711438,0.993799984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.006591372,0.997816682,0.02571488,0.994099975,,,2021-10-28-13:23:06
